aValue,bValue,frequencykHz,Rs,Xc,Species,Type,Condition,Goat_Weight_kg,Meat_Yield_pct
134.2788981,34.0599161,50,138.9408581,29.11821792,Goat,Carcass,H,28.2,47.1
1470.810809,335.755668,50,1476.441466,328.7136419,Goat,Carcass,H,73.9,59.2
190.3957596,42.82464711,50,212.7529685,44.69294146,Goat,Carcass,P,30.5,47.1
152.8021514,30.06110186,50,156.0910345,27.72840799,Goat,Carcass,H,28.2,48.3
147.7639732,29.48429822,50,148.2213334,27.31050415,Goat,Carcass,H,31.1,44
159.0655127,37.37097053,50,159.8640636,35.55502927,Goat,Carcass,P,26.3,44
147.1544677,33.98384169,50,153.3391673,28.17093036,Goat,Carcass,H,28.8,54.1
162.9122357,33.03231412,50,158.1287617,32.01518513,Goat,Carcass,P,25.8,46
147.2476068,36.08172677,50,155.0591976,35.36983012,Goat,Carcass,P,32.9,43.1
147.9974009,31.12232021,50,141.9103297,31.55845569,Goat,Carcass,H,31,49.1
164.0519757,28.2196619,50,172.1093359,28.70515589,Goat,Carcass,H,28.4,50.9
147.4875564,31.61414095,50,140.7901223,30.32894642,Goat,Carcass,P,29.9,40.7
190.2923055,38.32229624,50,174.0009133,39.5312156,Goat,Carcass,P,29.9,42.7
159.6174865,40.08885465,50,173.2699568,35.73418574,Goat,Carcass,P,36.2,45.2
212.1342392,40.42951237,50,182.5428971,39.82049523,Goat,Carcass,P,29.4,47.7
134.687557,30.1252099,50,148.2363962,33.52219261,Goat,Carcass,H,32.8,48.3
139.9005509,30.94051366,50,153.7476149,32.7112933,Goat,Carcass,P,26.3,47.4
143.7172249,38.70548878,50,141.3062268,39.59878616,Goat,Carcass,H,33.7,47.6
173.9600332,42.25251878,50,164.401077,41.91971602,Goat,Carcass,P,35.7,40
1467.288598,334.8660937,50,1471.167606,334.064494,Goat,Carcass,H,78.5,60
155.0727099,27.48398113,50,154.8116734,28.64486574,Goat,Carcass,P,37.5,45.4
168.6990803,30.36688853,50,180.903178,28.99849236,Goat,Carcass,H,32.3,51
136.6178942,36.63457019,50,148.8252211,36.8475891,Goat,Carcass,H,35.8,50.6
97.12865847,54.25661582,50,98.55235753,52.41902585,Goat,Carcass,P,36,43.9
176.8735464,39.74719625,50,152.597401,33.84306999,Goat,Carcass,P,25,43.7
163.7333747,29.13866167,50,147.6990963,30.71066676,Goat,Carcass,P,27.2,43.8
170.4306458,37.32783588,50,177.5220175,37.58179627,Goat,Carcass,P,25,43.6
206.9858536,43.07551629,50,183.8939198,43.96464044,Goat,Carcass,P,36.8,43.7
131.7070431,29.29995544,50,160.9009378,29.72155152,Goat,Carcass,H,25,45.7
127.7389608,27.42288916,50,139.5221347,29.58219746,Goat,Carcass,H,25,46.7
144.1063861,36.06329964,50,155.8180253,28.72171226,Goat,Carcass,H,25,49
131.2230016,34.45074895,50,126.628276,25.21729985,Goat,Carcass,H,25,44.6
158.138157,33.13376323,50,153.8829071,30.10693829,Goat,Carcass,P,31.5,40.3
208.295577,42.00262226,50,228.2112598,44.68026638,Goat,Carcass,P,26.7,44.3
162.3070764,29.7221007,50,149.4814389,30.16148953,Goat,Carcass,H,25,49
172.259039,37.754187,50,177.4939287,35.85006857,Goat,Carcass,P,30.5,43.9
182.2446215,42.13184117,50,173.7651224,40.79642916,Goat,Carcass,P,30.9,40
134.617415,31.40710514,50,137.3884748,28.98734819,Goat,Carcass,H,25,52.2
143.7766559,25.40941174,50,144.6896158,21.5894297,Goat,Carcass,P,26.3,41.4
160.0617182,31.25879784,50,164.1017939,36.05621411,Goat,Carcass,H,29.9,47.7
147.5988431,35.35292492,50,150.5326224,36.91191953,Goat,Carcass,H,28.1,46.7
167.9535553,32.41901954,50,147.9736632,30.42221274,Goat,Carcass,P,28.6,46.8
161.8987282,36.95217759,50,129.9561283,35.40587868,Goat,Carcass,H,35.7,49.9
184.1760378,35.22977106,50,181.8645254,38.58794224,Goat,Carcass,P,41.8,43.6
361.0474863,83.23623268,50,337.0776164,85.58293739,Goat,Carcass,P,34.9,44.6
141.1945991,30.33081857,50,149.6799914,36.09898169,Goat,Carcass,P,25,44.6
177.0985731,41.81847824,50,172.7768974,39.81096703,Goat,Carcass,P,29.6,41.9
199.6453527,40.58391288,50,195.044192,44.41515428,Goat,Carcass,P,32.4,45.4
186.8829804,41.45424622,50,198.3368316,38.97088961,Goat,Carcass,P,31.1,43.6
362.1706619,124.6218603,50,340.0530258,130.0148623,Goat,Carcass,H,39.1,51.4
182.0925004,36.46930414,50,196.3278458,42.43218001,Goat,Carcass,P,42.2,45.6
92.03421358,54.57836653,50,84.6091913,55.84430712,Goat,Carcass,P,25,42.2
166.3125672,23.38712747,50,157.5677076,33.12208534,Goat,Carcass,P,27.8,40.2
192.9682042,44.91445867,50,175.4871148,41.35264742,Goat,Carcass,P,38.8,43.9
147.3512984,25.66074222,50,161.2255823,29.98693627,Goat,Carcass,H,27.5,46.5
161.4450108,37.00705121,50,158.4254117,29.09929661,Goat,Carcass,P,34.3,44.5
119.9383888,29.88528411,50,149.3694874,31.53352159,Goat,Carcass,P,32.5,43.7
187.9275862,41.49625449,50,164.1269375,41.59704308,Goat,Carcass,P,37,43.1
128.5751115,43.63500593,50,166.7569836,38.13435424,Goat,Carcass,P,39.3,41.8
114.3209628,20.59013274,50,140.6762301,25.79417189,Goat,Carcass,H,30.8,51.6
152.6341767,33.65490722,50,145.5763311,36.04373099,Goat,Carcass,P,25,43.3
147.8984265,22.6968078,50,155.0445526,26.08611734,Goat,Carcass,P,26.5,49
142.0759745,37.01565456,50,165.6208679,34.29568031,Goat,Carcass,H,40.9,49.5
118.6953607,24.50790913,50,119.4238534,23.88583593,Goat,Carcass,H,25,49.7
152.0588103,30.30886506,50,154.3621559,27.32867916,Goat,Carcass,H,32.6,49.4
132.0348893,27.83030518,50,137.4646209,31.48121927,Goat,Carcass,H,25,49.8
166.0075506,33.85758637,50,143.5102705,32.68654921,Goat,Carcass,H,25,51.4
204.9803064,38.55309663,50,206.015317,43.45167179,Goat,Carcass,P,36.2,46.9
166.1855758,31.95493528,50,162.7110183,28.01385052,Goat,Carcass,H,30.7,45.9
161.5856626,36.02603747,50,118.0209528,36.86179386,Goat,Carcass,H,27.8,50.6
172.3440571,36.66177853,50,169.0971361,34.81564662,Goat,Carcass,P,26.6,45.4
201.7181011,48.7957423,50,198.0090835,45.8953679,Goat,Carcass,P,25,44.7
154.8744317,32.83973324,50,172.6824194,33.23522981,Goat,Carcass,P,33.8,47.9
194.6347102,44.53992562,50,211.2695203,37.38088723,Goat,Carcass,P,30.3,48.3
536.0006785,72.90666882,50,558.7389046,69.75092868,Goat,Carcass,H,35.8,54.8
159.3757118,27.10051698,50,159.5538791,28.38635218,Goat,Carcass,H,30.4,48.3
143.3867014,30.79773532,50,140.6601127,35.19883305,Goat,Carcass,P,32.5,41.7
144.4819275,29.28805456,50,128.2547493,26.47465576,Goat,Carcass,H,28.5,50.6
193.3550436,45.6324032,50,212.9269849,42.78875122,Goat,Carcass,P,32.2,47.5
153.0991223,34.04123528,50,148.8996657,30.40411312,Goat,Carcass,P,30.2,40.2
210.9108012,45.41955352,50,187.8370738,43.67233372,Goat,Carcass,P,28.1,46.7
138.2887532,29.52431257,50,146.5671006,30.65879312,Goat,Carcass,H,29.9,48.7
149.3271904,26.87968083,50,158.3916699,26.49698356,Goat,Carcass,P,33.8,40.8
539.7450973,73.10475957,50,567.0196915,69.98574254,Goat,Carcass,H,48.8,54
85.31554544,53.00881825,50,106.651034,53.79183537,Goat,Carcass,P,31.7,45.5
161.3316388,29.05995784,50,162.3247956,28.825083,Goat,Carcass,H,27,48.7
146.7703083,29.65654633,50,151.5429804,33.10415382,Goat,Carcass,P,33.1,42.1
117.4662397,26.68211092,50,110.702039,27.27299792,Goat,Carcass,H,31.1,52.3
160.5525663,29.6631938,50,156.2859946,32.76783068,Goat,Carcass,P,26.7,43
170.7531801,38.21420431,50,172.3758901,40.85987386,Goat,Carcass,P,28.3,46.7
121.2981454,33.56604547,50,135.612444,30.54023097,Goat,Carcass,H,32.6,46.1
151.3539901,28.50832062,50,147.1450423,30.53317871,Goat,Carcass,P,36.8,45.1
154.5455045,28.6764082,50,137.1103927,27.75433407,Goat,Carcass,P,25,44.9
157.8404018,26.10088172,50,143.7244918,33.116232,Goat,Carcass,P,38.2,45.9
1599.482774,295.352507,50,1611.855126,293.2256557,Goat,Carcass,H,84.1,60
136.5952117,28.61600154,50,170.2264316,26.45646372,Goat,Carcass,P,31,42.9
184.3957618,37.85423533,50,180.9728466,35.602405,Goat,Carcass,P,29.8,45.6
128.8957705,28.43066117,50,134.887777,24.02392703,Goat,Carcass,H,31.3,46.4
153.0476087,31.82000035,50,147.9386791,37.19506044,Goat,Carcass,P,26.7,41.4
134.9300329,19.94545379,50,132.5913225,19.73388693,Goat,Carcass,H,28.6,48
166.1741829,33.19483021,50,169.0499053,33.84090675,Goat,Carcass,P,25,45.2
220.4063872,44.5783502,50,186.3136511,42.04643846,Goat,Carcass,P,25,47.9
201.4871081,38.25285777,50,192.7583631,41.82357528,Goat,Carcass,P,43.2,48.3
141.8743627,34.70060441,50,148.5291138,31.75824105,Goat,Carcass,H,30.1,48.5
196.6181522,47.50193019,50,198.412015,50.44050707,Goat,Carcass,P,32.4,45.2
203.8659576,51.53283554,50,212.851486,54.46038906,Goat,Carcass,P,31.6,46.6
186.2430258,42.83977974,50,205.8848085,40.69734605,Goat,Carcass,P,27.3,46.3
211.34136,45.4835098,50,207.6050008,44.19735205,Goat,Carcass,P,30.4,44.4
199.4499399,37.70920713,50,197.9051952,36.3759666,Goat,Carcass,P,32,44.8
157.3918872,32.53574855,50,158.8640418,28.85264924,Goat,Carcass,P,29.3,44.1
143.5190806,30.87305068,50,144.5159682,34.30598951,Goat,Carcass,P,25.9,43.8
173.7483955,42.05631151,50,180.777923,39.17123121,Goat,Carcass,P,33.2,43.8
149.5025605,38.44394609,50,149.8880224,36.82906797,Goat,Carcass,H,30.8,49
161.0307047,27.89413051,50,163.2251835,35.67477669,Goat,Carcass,P,32.3,43.5
165.4898245,30.29760557,50,152.9611315,25.89941275,Goat,Carcass,H,33.9,47.1
159.8735755,30.61184945,50,148.2449467,33.96929768,Goat,Carcass,P,29.2,45.9
145.1549308,28.61647041,50,144.3234509,31.0013697,Goat,Carcass,P,28.9,45.2
159.7574838,30.55145778,50,143.3584856,31.69897445,Goat,Carcass,P,37.4,47.9
14.88611237,2.978057815,50,14.21618642,0.624313953,Goat,Carcass,H,25,48.9
113.3334668,21.09526492,50,130.288857,21.25618828,Goat,Carcass,H,25,48.3
157.7949529,38.67680028,50,153.047571,35.98290893,Goat,Carcass,H,32.9,48
123.8634332,27.81664723,50,120.2027906,27.52496743,Goat,Carcass,H,25.9,49.1
142.0222725,34.11179724,50,153.0764126,34.93781179,Goat,Carcass,P,25,45.4
140.2800935,29.93516855,50,166.9462647,32.07361144,Goat,Carcass,H,34.4,48.9
142.5262671,30.66920767,50,151.3126553,35.13743706,Goat,Carcass,H,29,46.3
162.5351863,31.44158511,50,162.3090742,28.51547272,Goat,Carcass,H,25,47.9
169.1908813,36.40348646,50,170.2038433,40.13393031,Goat,Carcass,P,40.2,44.4
189.5448266,44.53330132,50,204.6222593,40.85821719,Goat,Carcass,P,25,46.2
195.3568127,39.60684748,50,201.02003,42.27662643,Goat,Carcass,P,31.1,41.7
191.4863921,38.77192635,50,199.4189244,39.69380005,Goat,Carcass,P,25,45.2
154.2419731,26.93497331,50,151.2725219,29.6745121,Goat,Carcass,P,31.4,44.7
156.2039608,28.65083349,50,143.0508373,25.45630277,Goat,Carcass,P,26.8,43.3
154.3202199,29.46025376,50,167.7482057,30.62966419,Goat,Carcass,P,34.4,43.3
118.376921,27.81951772,50,148.7837372,29.2292219,Goat,Carcass,H,29.2,47.8
131.2616454,30.18668854,50,130.3157416,29.17150379,Goat,Carcass,H,36,49.4
156.635722,40.21183759,50,193.6050678,45.59888142,Goat,Carcass,P,28.4,46.8
149.3698975,27.46794532,50,143.505899,30.90748852,Goat,Carcass,P,25,46.6
10.95247564,4.034010842,50,25.47053383,5.834326578,Goat,Carcass,H,26.7,46
154.7249181,25.75891517,50,159.1637595,29.7193329,Goat,Carcass,H,28.9,49
207.182581,40.82505511,50,185.5477313,42.5487846,Goat,Carcass,P,25,40.1
151.080037,35.85404516,50,154.9674863,32.06346874,Goat,Carcass,P,25,44.5
152.8673688,36.42687748,50,166.0234563,33.87107269,Goat,Carcass,P,26.5,45.6
139.9767122,29.92768932,50,161.8228828,33.80934058,Goat,Carcass,H,37.7,52.5
5.584697601,1.28203897,50,3.385718066,1.336859161,Goat,Carcass,H,28.7,44.5
146.9857144,25.48687257,50,161.6945601,27.0458231,Goat,Carcass,P,28.4,42.2
177.115643,36.27907599,50,167.1779298,34.85046654,Goat,Carcass,P,33.1,44.7
134.2784626,32.29419056,50,127.2664925,33.11443967,Goat,Carcass,H,25,45.8
171.2645344,33.07886468,50,161.7692109,33.66578086,Goat,Carcass,P,27.7,44.7
556.9486848,71.80257022,50,550.0252827,72.43391784,Goat,Carcass,H,45.7,54.2
154.2058843,40.07664473,50,153.1382509,31.07342097,Goat,Carcass,P,30.9,41.7
167.9900644,34.85272594,50,161.2021748,36.30568729,Goat,Carcass,P,27.7,44.6
142.165792,26.80051513,50,144.8248939,28.46809361,Goat,Carcass,H,29.5,46.8
165.0455409,31.79968232,50,166.4433844,36.73853702,Goat,Carcass,P,32.1,47.1
146.1801968,37.84812506,50,148.4419407,35.96773093,Goat,Carcass,H,29.7,49.6
157.1863895,35.85781186,50,164.4770221,34.72596297,Goat,Carcass,P,34.6,43.1
160.4847354,38.08674355,50,165.9533957,35.08003836,Goat,Carcass,P,31.9,41.9
145.5658551,29.73001986,50,142.2292141,28.97618639,Goat,Carcass,H,32.3,50
140.1973359,31.97677607,50,161.3842807,31.99382595,Goat,Carcass,H,38.5,52.1
169.4879371,35.62326855,50,167.789469,33.50437943,Goat,Carcass,P,34.7,42.9
145.2622523,31.25673557,50,143.611597,32.36438756,Goat,Carcass,P,38.4,43.3
169.9066941,39.04567575,50,166.2318945,40.82162532,Goat,Carcass,P,27.1,42.8
12.12475073,0,50,12.70298961,5.839907223,Goat,Carcass,H,25,51.2
215.0817897,46.73441714,50,201.5309011,41.97787054,Goat,Carcass,P,31.2,40.9
130.8716962,36.77062381,50,158.3128841,36.42285633,Goat,Carcass,H,28.5,51.9
174.0997115,35.53385975,50,177.2041414,34.65121541,Goat,Carcass,P,38.1,43.7
154.5370617,31.72232125,50,154.3397997,28.06542471,Goat,Carcass,P,25,44.2
139.2177418,26.49654853,50,142.8297757,26.14737905,Goat,Carcass,H,29.3,48.5
140.2139957,30.44339479,50,124.0806096,30.10667653,Goat,Carcass,H,31.4,49.5
178.5619431,40.62069508,50,178.4095845,36.3032261,Goat,Carcass,P,31.4,43
137.4235205,29.76072603,50,127.9702927,27.19022487,Goat,Carcass,H,28.5,51.2
219.9154354,39.92824707,50,204.3584934,44.04140168,Goat,Carcass,P,33.8,46.9
191.3175853,51.36998469,50,227.0790906,51.61818725,Goat,Carcass,P,37.1,42.9
227.6142977,47.18760892,50,219.11376,46.33381305,Goat,Carcass,P,40.1,46.2
181.3901757,42.90976508,50,179.1392867,37.34839128,Goat,Carcass,P,31.1,43.8
147.3819453,32.84188015,50,152.1829662,32.18894494,Goat,Carcass,P,25.8,44.4
205.0039639,47.53261886,50,210.696012,47.22432284,Goat,Carcass,P,39.5,47.8
155.6675672,31.71178156,50,141.1450013,29.36958183,Goat,Carcass,H,25,47.8
140.823892,22.25597328,50,147.573317,26.05802414,Goat,Carcass,H,38.7,51.1
195.2064915,48.7073949,50,206.9430086,49.10547954,Goat,Carcass,P,38.2,45.6
157.9803751,25.42046773,50,163.5444016,28.23200237,Goat,Carcass,H,37.8,49
136.5664212,24.82966627,50,143.9808049,30.71899739,Goat,Carcass,P,33,44.9
140.6479493,38.8930911,50,139.8120232,39.93204674,Goat,Carcass,H,25,49.6
193.661348,45.69028151,50,225.8222742,48.15948877,Goat,Carcass,P,26.6,42.6
133.6358303,32.1891903,50,146.144772,32.67961571,Goat,Carcass,H,31.1,48
151.3263383,22.82967174,50,117.3775937,29.0752371,Goat,Carcass,P,26.1,41.9
204.5302457,45.89176772,50,215.833195,39.93194072,Goat,Carcass,P,30.4,44.3
383.8164767,83.87174888,50,356.8777937,81.69842125,Goat,Carcass,P,40.3,48.6
145.9828954,35.88304763,50,155.5221669,27.79931355,Goat,Carcass,H,29.1,50.5
177.7231004,25.55099367,50,174.1469598,28.60005101,Goat,Carcass,H,25,46.6
153.5003775,28.06659085,50,155.7739499,29.74228757,Goat,Carcass,H,34.5,48.8
141.4485236,21.75750483,50,150.6615442,30.36090723,Goat,Carcass,P,32.4,44.7
140.437491,30.86181037,50,131.6535833,33.12905101,Goat,Carcass,H,28.2,50.5
178.6351303,37.37915193,50,165.385162,38.36625222,Goat,Carcass,P,34.2,43
159.1324233,29.44639912,50,160.8745362,33.94750882,Goat,Carcass,P,30.7,41.9
176.8113778,35.73359458,50,195.6850346,37.86463812,Goat,Carcass,P,37.7,44.5
119.6583943,29.850004,50,127.3550534,29.62453816,Goat,Carcass,H,29.8,50.2
177.165717,52.693191,50,185.5321681,52.91821741,Goat,Carcass,P,37.4,44.9
196.7008911,46.3124051,50,202.524816,44.95601943,Goat,Carcass,P,25,42.9
1108.161651,353.3681074,50,1106.309728,353.8275729,Goat,Carcass,H,62.5,59.7
144.8854067,29.52076166,50,146.7886108,31.41391092,Goat,Carcass,P,27.8,44
188.0872495,35.93154984,50,184.1724082,34.54294605,Goat,Carcass,P,26.9,45
201.1542995,41.20265068,50,192.3334464,45.08482482,Goat,Carcass,P,37.2,43.2
166.8501471,36.7652156,50,148.8581354,37.94046345,Goat,Carcass,H,34.6,51.4
135.2702838,32.10533052,50,136.4676256,30.99112785,Goat,Carcass,H,25,50.3
150.5791349,32.42037969,50,140.3630397,25.15116597,Goat,Carcass,H,33.4,49.8
148.1990554,30.35860989,50,134.2899017,27.07502571,Goat,Carcass,H,32.7,46.8
184.0730903,37.99421635,50,190.8783138,43.22586476,Goat,Carcass,P,27.5,46.8
175.9876988,32.37622382,50,184.8678834,28.98450497,Goat,Carcass,H,26.8,51.1
176.7398451,27.8950831,50,179.5145602,29.69794862,Goat,Carcass,H,25,51.6
137.5923945,24.22750158,50,135.3822048,25.08223671,Goat,Carcass,H,27.8,49.2
191.2993401,37.31383476,50,183.4743292,41.52901441,Goat,Carcass,P,30.3,44.4
169.137757,34.6674256,50,156.6087614,36.4557474,Goat,Carcass,P,34.4,43.9
156.3306026,34.14648046,50,151.1833911,27.78240969,Goat,Carcass,H,31.5,53.8
154.7436696,40.73159766,50,172.0066754,40.13434528,Goat,Carcass,P,25,43.3
169.1879163,35.4155535,50,170.4311689,38.81068808,Goat,Carcass,P,31.7,42
199.0922573,43.37588657,50,219.3914095,45.18433059,Goat,Carcass,P,30.6,44.1
142.8491143,34.82111113,50,149.7570217,28.72287293,Goat,Carcass,P,25.1,43.2
209.371781,54.10575532,50,204.0713753,56.36837705,Goat,Carcass,P,25,47.1
148.6188563,28.2839659,50,152.9336175,32.75878268,Goat,Carcass,H,33.1,46.6
188.2575155,39.34883174,50,182.0283972,41.94372055,Goat,Carcass,P,33.3,43.4
134.2132037,29.49012584,50,136.6716206,30.75523381,Goat,Carcass,H,32.2,49.5
137.1803988,30.34715635,50,140.446653,31.73795679,Goat,Carcass,H,25.9,51.7
1590.53363,292.3311733,50,1584.203354,295.8152032,Goat,Carcass,H,78.5,60
149.0466222,33.04432628,50,141.0122926,26.80518323,Goat,Carcass,P,25,47.4
165.8102548,42.45578099,50,167.6369933,39.93989685,Goat,Carcass,P,25.5,45
169.6291296,29.87373587,50,163.3319768,32.61730296,Goat,Carcass,P,30.7,44
92.29414049,50.31515742,50,81.49019041,51.81059744,Goat,Carcass,P,28.9,45.1
187.6111184,37.85014545,50,178.8301831,38.53488468,Goat,Carcass,P,25,41.7
147.8588064,30.96048335,50,160.4955427,28.29728238,Goat,Carcass,P,25,41
134.6192892,32.75608899,50,120.7713779,23.70526255,Goat,Carcass,H,27.4,51
550.0318871,72.38393773,50,554.4508468,72.96651371,Goat,Carcass,H,48.4,53.4
124.3085237,28.24736444,50,128.8465012,27.09987553,Goat,Carcass,H,25.1,51
140.5808967,24.37084402,50,135.5793916,19.25734482,Goat,Carcass,P,30.4,42.5
161.110752,35.31861131,50,163.5457639,34.62827972,Goat,Carcass,P,31.6,46.9
76.22878795,34.54512983,50,83.02388324,40.09559866,Goat,Carcass,H,26.1,49.9
154.170161,31.86044012,50,127.2960681,29.33360219,Goat,Carcass,H,31,49
144.9901552,28.16864612,50,143.5113616,29.96294994,Goat,Carcass,P,25,44.6
157.4981491,38.06050655,50,164.7972917,37.49827282,Goat,Carcass,P,27,45
126.4846529,31.49825269,50,140.1827283,28.77120369,Goat,Carcass,P,36.5,42.5
135.8273509,36.66258406,50,127.9952729,36.65890728,Goat,Carcass,H,36.8,48.2
160.301431,35.40468625,50,147.2383284,33.93360542,Goat,Carcass,P,34.3,44.9
141.9646229,31.12260029,50,144.7117711,25.69379345,Goat,Carcass,P,35.3,43.4
149.1733557,26.50107794,50,121.4760968,26.53901616,Goat,Carcass,H,25,46.1
179.3080923,40.75171791,50,177.4331826,37.0817735,Goat,Carcass,P,26.1,45.1
167.2166739,35.95122323,50,171.0784389,34.47468084,Goat,Carcass,H,29,51.1
151.6329572,27.48058092,50,136.8587889,30.67405005,Goat,Carcass,H,41.9,51.3
193.3818777,37.0389093,50,190.1011319,44.48509232,Goat,Carcass,P,29.7,45.6
130.0891389,27.67521031,50,153.8724823,29.22240822,Goat,Carcass,H,33.3,50.9
126.0389414,28.4453687,50,130.1864648,26.78578839,Goat,Carcass,H,31.1,51.1
229.6311493,48.9855318,50,208.2280149,44.36548424,Goat,Carcass,P,34.1,44.9
119.2057703,32.84574918,50,141.3907493,33.43506208,Goat,Carcass,H,29.1,44.9
117.4684346,34.66931843,50,142.4042601,29.64688683,Goat,Carcass,H,25,51.5
137.4282326,31.8978058,50,160.3946735,30.94935312,Goat,Carcass,H,25,47.6
189.1490249,42.26873853,50,183.5546774,44.51485364,Goat,Carcass,P,37.5,42.2
145.0789909,28.92612914,50,130.2286817,24.45377018,Goat,Carcass,H,26.5,46.9
139.8528597,28.77532166,50,120.8566313,25.54177929,Goat,Carcass,H,25,54
159.0584613,34.38761638,50,164.0575254,36.91077567,Goat,Carcass,P,32.5,45.2
145.4532021,24.09620897,50,120.580919,28.36937646,Goat,Carcass,H,31.5,46.9
200.5675947,43.06311226,50,185.2426696,36.58016405,Goat,Carcass,P,35.3,43.2
203.8880385,42.4729982,50,192.6790226,41.49016303,Goat,Carcass,P,37.1,44.6
173.8748015,34.09267989,50,175.0180074,33.80003437,Goat,Carcass,P,26.2,45.6
140.7967555,26.19182079,50,132.7850362,31.12364496,Goat,Carcass,H,25.1,49.6
150.2403887,29.51365111,50,160.0715814,32.88537922,Goat,Carcass,H,28.5,47.5
158.1581037,34.19688245,50,134.5457492,33.90194577,Goat,Carcass,H,34,49.7
211.1346533,49.98292148,50,211.3489553,41.21835986,Goat,Carcass,P,25,43.6
193.013744,47.04735274,50,180.6583753,47.74642371,Goat,Carcass,P,31.7,46.5
200.1093437,38.15645985,50,180.633837,35.58339562,Goat,Carcass,P,36,44.6
131.8593099,32.53836297,50,179.6817924,38.06731213,Goat,Carcass,P,34.4,43
123.4576018,32.35211534,50,147.5619397,30.99293996,Goat,Carcass,H,32.9,50.6
1580.823204,294.6820554,50,1591.682786,294.1908637,Goat,Carcass,H,82.9,60
144.2737251,26.48504775,50,180.8136992,28.54648644,Goat,Carcass,P,25,43.6
172.3882664,37.1727145,50,165.6124375,36.86487508,Goat,Carcass,H,38.6,50.8
162.5380726,38.86380574,50,189.9524083,37.33182767,Goat,Carcass,P,32.4,45.9
129.8943921,33.84169586,50,124.278327,31.22128453,Goat,Carcass,H,35.8,51.4
123.1696112,29.30169254,50,129.4979202,27.55701455,Goat,Carcass,H,25,50.5
163.2078992,31.59409267,50,124.1748138,27.14339083,Goat,Carcass,H,25,48.6
168.482007,23.65308309,50,152.6390521,31.36672471,Goat,Carcass,H,39.3,45.9
144.7763343,28.84105163,50,149.5741245,27.98668078,Goat,Carcass,P,25.2,44.6
177.2704154,43.95777127,50,177.8440752,39.54138113,Goat,Carcass,P,29.3,45.1
168.2116324,43.1560148,50,191.2019636,39.70256584,Goat,Carcass,P,33.5,44.7
143.4266755,31.6041669,50,157.1828843,38.1213656,Goat,Carcass,P,33.7,40
77.80106003,37.25408726,50,82.35273826,38.52395926,Goat,Carcass,H,32.8,49.9
140.7641794,29.14053986,50,159.416984,29.89690846,Goat,Carcass,H,31,47.5
170.1296156,44.07219928,50,155.7856022,40.76632581,Goat,Carcass,P,25.1,45.6
126.585321,28.58135056,50,135.3230106,28.84411306,Goat,Carcass,H,32.8,52.5
135.1837767,35.17274638,50,143.5524882,38.21690601,Goat,Carcass,H,33.1,48.6
1594.524595,294.0812915,50,1599.463908,296.4652461,Goat,Carcass,H,68.8,60
177.7565248,31.79480899,50,188.5785919,36.53404105,Goat,Carcass,P,38.1,44.7
554.2823667,67.41793314,50,547.7855757,71.58960006,Goat,Carcass,H,31.2,54
121.4546159,29.08673133,50,131.7537436,24.89515919,Goat,Carcass,H,34.3,49.3
151.767242,39.01259744,50,134.0491955,36.71445174,Goat,Carcass,H,26.5,48
70.79154471,33.37992476,50,82.38486882,37.34634518,Goat,Carcass,H,30.8,46.7
158.4917645,30.09289992,50,148.9522652,34.44568341,Goat,Carcass,P,32.6,47.4
191.89087,52.4029208,50,189.1890667,49.627942,Goat,Carcass,P,31,45.4
180.8812171,47.54572977,50,194.0369224,52.44693426,Goat,Carcass,P,33.3,46.2
136.7564899,31.54542535,50,145.6584201,26.8071959,Goat,Carcass,H,29.2,50
215.7478482,45.15701074,50,206.2174365,44.16286177,Goat,Carcass,P,35.5,46.7
199.2877098,55.0800023,50,185.079455,48.98577354,Goat,Carcass,P,42.2,42.7
189.5537666,40.45230578,50,195.4284854,46.89139467,Goat,Carcass,P,25,44.7
147.7127652,27.59161288,50,100.9631042,26.4131104,Goat,Carcass,H,25,49.8
167.3348991,35.03469307,50,150.8076669,33.17439467,Goat,Carcass,P,28.2,46.8
76.36727937,34.84346259,50,67.19024394,38.30123396,Goat,Carcass,H,25,53.7
163.6946405,32.47432668,50,168.3426291,29.21724829,Goat,Carcass,P,28.6,45.3
1130.836573,353.9154337,50,1106.477056,353.7481041,Goat,Carcass,H,56,54.9
205.1103661,38.66940794,50,179.2483576,39.96329168,Goat,Carcass,P,35.8,42.1
118.4033557,30.01909706,50,131.5012465,28.20400787,Goat,Carcass,H,25,47.3
133.495758,38.3188323,50,136.8928645,31.52532093,Goat,Carcass,H,31.7,47.6
26.2320811,0.218233431,50,6.869766967,0.650634069,Goat,Carcass,H,28.8,42.3
133.1443068,31.32532633,50,144.9961268,33.42942285,Goat,Carcass,H,31.1,47.8
1360.433565,308.5470573,50,1369.670847,306.3998941,Goat,Carcass,H,72.1,60
155.0126913,33.02145771,50,155.5972278,37.89876104,Goat,Carcass,P,34.8,44.4
209.3106245,42.34547807,50,194.6381332,39.65428747,Goat,Carcass,P,32,44.1
129.9496295,27.5403027,50,120.164864,31.04844578,Goat,Carcass,H,27.4,45.7
151.3266129,31.85005625,50,158.6219935,31.89431938,Goat,Carcass,P,32.5,46.4
140.0840266,23.11924684,50,150.1450077,30.78928257,Goat,Carcass,P,32.7,45.3
157.6929499,41.3574322,50,150.3504365,38.00786412,Goat,Carcass,H,34.5,49.2
